The Laboratory of Mephistopheles
The Surrender of Tournavos
New Pillow Fight
The Haunted Castle (1897 British film)
File:The X-Rays (1897).webm
Riña en un café
The Haunted Castle (1897 French film)
After the Ball (1897 film)
The Haverstraw Tunnel
Peeping Tom (1897 film)
The Corbett-Fitzsimmons Fight
Gugusse and the Automaton
Comedian Paulus Singing
A Funny Mahometan
Kørsel med Grønlandske Hunde
Départ de Jérusalem en chemin de fer
The Last Cartridges
Robbery (1897 film)
Sea Fighting in Greece
Young America (1897 film)
On the Roofs
The Bewitched Inn
Between Calais and Dover
The Milker's Mishap
La bandera Argentina
Old Man Drinking a Glass of Beer
The X-Rays
The Alchemist's Hallucination
File:The X-Ray Fiend.jpg
