The Kiss in the Tunnel
The Pillar of Fire
The Biter Bit
The Clown and Automobile
King John (1899 film)
A Mysterious Portrait
Robbing Cleopatra's Tomb
Cinderella (1899 film)
The Inexhaustible Cab
Major Wilson's Last Stand
The Miser's Doom
Upside Down; or, the Human Flies
The Devil in a Convent
An Up-to-Date Conjuror
Momijigari (film)
How Would You Like to Be the Ice Man?
The Mysterious Knight
